date,stocks,bonds,gold,oil
2020-03-20,1050.155621756987,103.35480321710622,1601.4987196421578,62.34200202585448
2020-03-23,1068.3875501951306,102.97662971939666,1604.8485784670554,61.69387821932351
2020-03-24,1081.6952616060742,103.30485588596854,1606.7892894764996,62.999931805332515
2020-03-25,1072.5306810838435,103.36881777603442,1613.9180129575964,59.8059602390463
2020-03-26,1082.5150118580827,103.12301333705611,1604.8385247276167,59.522507345978596
2020-03-27,1086.6545242362633,103.35414685050503,1628.3857242978725,60.639558042730584
2020-03-30,1070.706242503655,103.41796172466637,1630.982209909341,61.954071137560895
2020-03-31,1088.3277084333754,102.8902350109986,1640.5083569432502,61.1985565242028
2020-04-01,1098.6132275575221,103.09295046668447,1634.052477182486,60.27830250198956
2020-04-02,1099.4583680573069,103.53857580032171,1640.103793726744,60.73024319719272
2020-04-03,1096.83397463172,104.38866679735249,1605.367600117646,60.92284149526562
2020-04-06,1082.305558048794,104.41205457077301,1588.737385155823,61.00614973249769
2020-04-07,1085.0315952921528,104.500514921096,1588.5101221132802,56.09229576284935
2020-04-08,1091.086383075333,105.04264288845127,1569.0245497312076,54.706523998855054
2020-04-09,1081.1255177449136,105.11047111613303,1605.8579892411653,53.66639429053536
2020-04-10,1095.7444270886454,105.21367008159295,1580.988160299011,54.42373399412144
2020-04-13,1082.4706158733454,105.01687606500897,1586.4079255683184,52.713463075556184
2020-04-14,1056.9902845265399,104.56859632173305,1611.6711945622424,51.50254531788538
2020-04-15,1069.7961186000457,104.88159679121145,1619.2663151386446,51.31913539300969
2020-04-16,1065.1839642149205,104.47363912247103,1614.774873535297,49.874567152929075
2020-04-17,1063.932186105984,104.86162240680841,1606.619124530899,50.57822270921187
2020-04-20,1054.1431761311635,104.61356191878286,1617.1211244050687,50.13542138484847
2020-04-21,1035.3831486780596,104.71293922247924,1605.1856302052636,52.19443389015622
2020-04-22,1050.4911101373527,104.60216356444107,1603.6209075280708,51.46634894695356
2020-04-23,1042.581566931105,105.00184966824774,1614.3769977309462,50.808244502917596
2020-04-24,1062.672029523421,105.11338559040739,1609.9348443372348,51.7089634860601
2020-04-27,1072.7159546289683,105.77606741691825,1611.5144201882874,50.95885945718465
2020-04-28,1069.1648829775436,105.42766852578067,1607.137739041323,52.67715595751036
2020-04-29,1056.348404400694,105.57723230675371,1592.722536157007,53.2323062023471
2020-04-30,1047.876667843603,105.60502391373777,1610.9676520650464,52.868191234976535
2020-05-01,1033.8299976453316,105.7102405932821,1632.564404929808,52.67246878171232
2020-05-04,1058.8560908843338,106.25507148183699,1627.936512640139,56.080121671541264
2020-05-05,1061.1008731397392,106.46328714406195,1624.1061139221995,56.67830659448676
2020-05-06,1075.3027053516932,106.09128747305998,1621.6276381825455,56.857353082592816
2020-05-07,1060.229041255413,106.28183798006201,1630.1553907268005,56.682120192318344
2020-05-08,1062.6766655598528,106.15490802877032,1616.5186063863832,57.98372706886173
2020-05-11,1077.2373505322614,106.00885020171444,1615.4153604470346,56.06561853405737
2020-05-12,1073.4247785820123,106.37076896027338,1619.6832607903063,55.83295315503947
2020-05-13,1086.3236292739723,106.1812676771257,1629.7898986952441,52.44286485591157
2020-05-14,1073.3177033816094,106.06644689518872,1587.7666996724006,51.821238004925306
2020-05-15,1057.1190907760738,106.08937675576671,1594.0756035855384,52.79050810599871
2020-05-18,1061.9454353737842,106.41815675358657,1599.5394177778662,54.41517345670714
2020-05-19,1057.657186220035,106.62543990513707,1615.0915309111847,55.13803322816488
2020-05-20,1065.6550183605584,106.55889971646204,1607.3271961870025,55.912391428995335
2020-05-21,1042.2852771623384,106.47973584293612,1599.71976224251,53.82781089146419
2020-05-22,1051.003246400497,106.10346634188919,1618.249401901256,53.02003375582229
2020-05-25,1082.702632333128,105.86191406156135,1594.7680080696784,54.7629418770515
2020-05-26,1082.674419874089,105.65599938785523,1619.755970412599,54.125206633434416
2020-05-27,1083.3678890781644,105.6183782915864,1659.6059667262384,53.95434270132283
2020-05-28,1085.8506392875342,106.29350636375112,1667.366555553946,52.99584533476462
2020-05-29,1063.4347861219667,106.07970592316458,1680.5006354355774,51.90746140938277
2020-06-01,1068.8563627614742,105.99300141403918,1657.2677159059172,51.36363298768186
2020-06-02,1049.8410756570825,105.32204036977922,1646.6799161946483,50.612156176076006
2020-06-03,1045.026809364905,105.53349766550815,1663.4782143481827,51.683523062330494
2020-06-04,1060.1268074254479,105.02243631840918,1669.4317910159673,51.921023783677114
2020-06-05,1051.5919181320974,104.73492195220541,1666.828576731597,53.09190014866038
2020-06-08,1057.853581885722,105.09132566690997,1670.757207615887,51.48420051767011
2020-06-09,1070.3422836002123,104.40879616093662,1679.0382994995953,52.885541627652835
2020-06-10,1074.0024608317356,104.45226100290705,1674.6521373598089,52.90190561258031
2020-06-11,1057.703837482083,104.72804191278111,1674.4516204399442,55.082358399335824
2020-06-12,1053.9907002835444,105.2444456354198,1674.1346723896108,55.00929636117655
2020-06-15,1077.9428300007971,104.95185954724842,1657.8259682923424,53.218819838114946
2020-06-16,1053.7400118844596,104.75773078179591,1663.1585543497351,54.73825379301398
2020-06-17,1050.7159687430053,105.36683053729281,1692.0056372117215,54.564846031599
2020-06-18,1044.423088245633,105.3705348012984,1720.1884805732561,52.02771003283855
2020-06-19,1046.1188529272772,105.13845650920044,1696.618197752741,52.185987139168496
2020-06-22,1055.2989878252845,104.91309431711412,1706.0533190070096,52.444130591159826
2020-06-23,1074.9972927259,104.60414281330983,1717.2417724840845,53.69451147439593
2020-06-24,1071.9797477823147,104.47130152315354,1710.8566219205727,49.602949337185244
2020-06-25,1082.1734038910718,104.84195929820478,1695.6007951829386,50.867122675560076
2020-06-26,1088.5985392738976,105.14752397583187,1674.8278387371222,50.329391452665234
2020-06-29,1094.7465689227083,104.77129564239078,1668.0613623788663,52.504312731603676
2020-06-30,1088.0441980651128,104.85409451306016,1673.844600590513,50.544143740608
2020-07-01,1076.0816943046243,104.73330964063415,1671.6035863241411,51.14716113488259
2020-07-02,1063.011843709371,105.00371745463694,1662.2371766308186,51.60511763620104
2020-07-03,1054.200040589746,104.96399161205059,1642.9850518816584,51.11870110902971
2020-07-06,1058.320250066957,105.09888137268268,1648.6923654665848,50.24574637179533
2020-07-07,1067.7616176244226,105.05837648880687,1665.6477996522988,49.825250827391955
2020-07-08,1071.9564938547032,104.34905488829361,1651.3766891640385,49.43772248845612
2020-07-09,1065.5744960475815,104.37641160505773,1658.643869444622,48.08231053058588
2020-07-10,1087.89543628288,103.9710160384059,1629.697998171329,49.13856055955427
2020-07-13,1107.0740338582448,104.22786259968973,1619.853996416352,47.96154909617488
2020-07-14,1102.9183586979557,104.01678909053105,1631.3108601033675,49.04779248058952
2020-07-15,1092.9451884282441,103.83060739832257,1614.420005989122,47.143172240298284
2020-07-16,1094.8372625105756,103.83954199515762,1605.4725587772803,46.951672656117516
2020-07-17,1110.964685641094,104.04055858018575,1627.378502315195,46.77629783825836
2020-07-20,1115.4468632421617,103.99681295350524,1616.396816111873,46.75235807355023
2020-07-21,1122.7925637965861,104.54804545299861,1603.6531320699266,47.740750739535
2020-07-22,1120.3793738761694,105.10439625488772,1612.6507595939922,47.52045828459512
2020-07-23,1126.4759765102635,105.68589198689216,1642.9666251800274,47.0353870367847
2020-07-24,1146.6685410772227,105.61997012703314,1639.5021476036966,46.82146649046554
2020-07-27,1143.8461543359922,105.14010786990697,1651.7086014485135,47.83737611750254
2020-07-28,1145.996466540503,105.55696869043942,1673.1036279517166,46.5749310427397
2020-07-29,1149.5904148295565,105.43066337701812,1678.5164035159016,45.53107774976459
2020-07-30,1153.5867891739683,105.45536866342655,1674.4982958130277,43.60144484277818
2020-07-31,1135.5531570052108,105.6763294755323,1660.9452300660814,45.58702927725901
2020-08-03,1111.9234790328196,105.15563752303596,1638.9792640777957,44.42887394326116
2020-08-04,1099.4199829353631,105.70866339202982,1656.541527818524,42.61285724527155
2020-08-05,1101.7944994760317,106.01247874552963,1659.6316268500116,41.852761519758566
2020-08-06,1109.016433937016,106.14227909333161,1680.9232922852557,41.2846484013291
2020-08-07,1102.6423301527786,106.45268998850865,1696.965162107455,42.633370802381044
2020-08-10,1120.2806387311698,106.65176389731737,1687.3603813100829,42.19170103839667
2020-08-11,1118.7465825158856,106.70318897691477,1668.7989032080652,42.457040856298
2020-08-12,1119.287667984241,106.61196361686916,1675.5764895144086,40.80669199307615
2020-08-13,1117.1114633849475,106.37618667919084,1665.8481955384423,40.98753523773777
2020-08-14,1119.0937420346154,106.48461021739647,1672.0452340034942,39.51782244143448
2020-08-17,1128.3544795530927,106.61798791990533,1660.7886859349364,39.2391102467044
2020-08-18,1137.1911673627503,106.99456968317106,1647.5816690440636,38.580875060937295
2020-08-19,1125.9502544722002,107.0744288602659,1645.6411902513746,38.62415137949117
2020-08-20,1145.8620635542886,106.79925433243828,1660.4859170354557,39.16178782393385
2020-08-21,1132.0090668383393,106.28247042155785,1665.5586292618548,38.0189242860548
2020-08-24,1133.3133538304253,106.25189780528797,1684.4665878684752,37.072100609964984
2020-08-25,1130.0787535913278,106.25483056222573,1665.202364004364,37.22457745892587
2020-08-26,1116.9994757476504,106.2341264730392,1648.9059142650729,37.78675946703304
2020-08-27,1116.331025655008,105.73530236496352,1647.770624750679,38.979866054447314
2020-08-28,1107.2733744121774,106.10584757708814,1682.0965506324887,38.570098755196845
2020-08-31,1108.4697260481428,106.47707581005892,1693.1084126289827,37.31627760322539
2020-09-01,1113.8296125280267,106.21344421353764,1676.3878069351135,37.46400660565108
2020-09-02,1132.8623279721269,106.49556983373132,1675.4397596054794,36.8073189743131
2020-09-03,1137.1055558686235,106.82784450685139,1679.1958237062158,36.05881915311487
2020-09-04,1129.5378630592659,106.85297168375796,1670.4535845847029,37.189823655625716
2020-09-07,1124.8179514973324,106.54638077187164,1680.4201827066488,37.69445114594598
2020-09-08,1126.8899467795322,107.10141100693997,1678.1959274002627,37.08811621531957
2020-09-09,1128.370435697185,107.24222157576901,1673.7133554411746,37.0667506766363
2020-09-10,1147.4910471399783,107.16968534852751,1694.0240634723257,36.99074214709415
2020-09-11,1166.0860103439827,107.44313643350931,1667.1336825455114,37.11955778943185
2020-09-14,1161.6438038093331,108.00584089015801,1652.305123756825,36.7827938410639
2020-09-15,1154.731941649644,107.84914962452548,1639.8459156241531,35.26792976164483
2020-09-16,1122.0160733398259,108.09660862958741,1627.013653705066,34.511198211902276
2020-09-17,1115.3364795559226,108.77263847337161,1616.0968996832742,34.10318373369573
2020-09-18,1103.3148821047394,108.4031401561911,1623.8231771850465,34.11874227956849
2020-09-21,1099.1630437045865,108.22811309324345,1640.987813678661,33.30877321043269
2020-09-22,1104.3338951568066,108.0368290507008,1655.5080359313108,33.44038590615476
2020-09-23,1106.8351096101667,107.99528647440206,1639.8876696418267,33.15502843173613
2020-09-24,1106.7392279111345,107.93620030080282,1638.4759507951262,32.59913811489122
2020-09-25,1109.5275371734165,108.05083582876223,1645.746014866126,31.69361380556114
2020-09-28,1108.2225394080524,107.78429547250616,1649.7361573152427,32.001914313045916
2020-09-29,1110.9822959728745,107.58538888173337,1670.4737912115913,32.297367335601386
2020-09-30,1071.287321806697,107.69981975445826,1660.103175966908,32.866872705547635
2020-10-01,1068.2915639792122,107.76467605209899,1662.8127633180995,33.261887380184604
2020-10-02,1067.2197995758154,108.0741001428615,1656.9005076999058,33.717244044149396
2020-10-05,1063.3673086157803,108.22588153947466,1661.0914707167133,33.99691381868314
2020-10-06,1061.0112635751063,108.50168625926551,1644.496159110563,32.69874737878019
2020-10-07,1069.777237255992,108.12412158797741,1630.3752197355989,32.49281823039764
2020-10-08,1062.8157295858612,108.00594594038928,1619.415133196662,31.477541777572128
2020-10-09,1089.9464055476253,108.64896900642327,1611.0604884819743,32.4369735244941
2020-10-12,1098.7643761290797,108.79563722700532,1635.0492406963094,32.42164535559284
2020-10-13,1098.9639926097116,109.0644932513587,1653.5643902945558,33.33667228110694
2020-10-14,1096.6693856869767,109.17067785458008,1650.498913163555,32.58258355961784
2020-10-15,1095.871414983629,109.32950225647204,1653.4523736993935,32.51133125852534
2020-10-16,1084.8312311006512,109.26248281942155,1628.9786369230696,32.69531673683961
2020-10-19,1083.935182834724,110.51116881601916,1626.4713165744854,32.45233675725807
2020-10-20,1087.6411356369242,110.38595477838045,1629.1767385131307,32.58164614625174
2020-10-21,1095.089192510501,110.38522477761339,1647.1627904860213,33.658447687538896
2020-10-22,1102.5901052954043,109.55786554271224,1652.5112012790198,32.895926231971465
2020-10-23,1099.4371965263638,109.9528196898819,1659.5396879832665,31.032170141499222
2020-10-26,1082.1986085708882,109.77425347046858,1664.4714610107249,32.14160084453612
2020-10-27,1074.2910809318876,109.7657576964387,1668.9642498803344,31.580282849875
2020-10-28,1094.3873509691762,109.5958529385015,1647.3350493007997,32.366309998347376
2020-10-29,1105.8433214347065,109.5604895516573,1641.1129514271904,32.82950696936136
2020-10-30,1110.768921391225,109.47493356354857,1663.771172219774,32.66769040386092
2020-11-02,1101.500572206643,109.47258189763053,1677.0321867463404,32.9373954568535
2020-11-03,1101.825019362012,109.46686519857865,1685.141476507368,32.11420786914414
2020-11-04,1086.5234934397197,109.4261933610487,1686.4634325863276,32.1698188020546
2020-11-05,1080.0182533240363,109.38082632334154,1697.2657912695033,32.588594776165
2020-11-06,1077.2923095596154,109.84509494441109,1682.4381184614276,32.03170685012267
2020-11-09,1073.1554587388907,110.16303833813465,1657.7605291083548,31.759056547668813
2020-11-10,1085.133864095585,110.48399877961113,1652.0401917910908,31.973463050103895
2020-11-11,1068.0875269560072,110.2419827896362,1660.7140640474129,32.91465606018967
2020-11-12,1057.9253637510062,110.69188093281717,1662.6626700340064,32.90697967260287
2020-11-13,1041.826543451436,111.0998033396738,1678.927361460783,32.59066624346498
2020-11-16,1027.5716244070315,110.91897214043247,1684.7712185677738,32.4803106942063
2020-11-17,1029.2786413299348,111.46534373173876,1685.7444360068123,33.3164032486618
2020-11-18,1011.0244193265589,111.23842290905013,1707.285345190651,32.84311578248297
2020-11-19,1019.9619640539674,110.60752052076846,1725.916660686829,32.621088479914626
2020-11-20,1017.3690000933586,111.00460115431659,1724.5828601000603,32.16423866095356
2020-11-23,1018.4206492131111,110.97548164381755,1706.9636166244436,32.01443158427274
2020-11-24,1022.4113390445564,111.33018125489092,1692.6513385977921,32.160360146559114
2020-11-25,1017.6480019276875,111.07870072307391,1690.3309513773697,32.896485359470965
2020-11-26,1029.892551996232,110.65075069947336,1684.7413777992529,31.385928375668723
2020-11-27,1027.885740584371,111.09358671642589,1711.6027607345236,31.767486844669403
2020-11-30,1035.0951053221452,110.61487543133435,1684.9033664992078,31.144010294032714
2020-12-01,1033.0222861380196,110.08489941499364,1684.1395890226852,31.54875777176232
2020-12-02,1036.697463081506,109.43173603458129,1667.5136426264414,32.41761367087024
2020-12-03,1040.2534604691807,108.48514666708591,1669.611766114143,33.131650141993276
2020-12-04,1043.47027654604,108.14300619402192,1675.9110988634036,33.24179588753157
2020-12-07,1032.267175727246,107.41883908480258,1669.7681927670078,33.853530016998526
2020-12-08,1037.644318940338,107.41904753839084,1678.4171188412156,33.15123354101801
2020-12-09,1034.1601089411452,106.67721069323946,1675.527564852087,33.0962745117553
2020-12-10,1041.8436095104582,106.32229526989707,1672.9469640768239,34.218219008663674
2020-12-11,1016.9805970967547,107.11836035561024,1666.6103162705065,33.622419198889325
2020-12-14,1000.4784709277294,107.24710035604386,1677.1489433982424,33.76344702436397
2020-12-15,1004.8644094219394,107.27717768350568,1679.6035441489857,33.48426161710457
2020-12-16,1026.576422511632,106.74311238905057,1705.0207265084716,33.33507340357363
2020-12-17,1036.6053160174283,106.67274143387226,1725.8706432766771,33.6293580142775
2020-12-18,1028.8751966619852,106.70107908084421,1735.1920378767793,33.42464199093095
2020-12-21,1009.5788534097168,106.17508900671528,1700.4060171713118,33.41665929837731
2020-12-22,1018.3744828819127,106.22941348439383,1676.9811488995033,33.04154969492502
2020-12-23,1017.7020144342068,106.64090373380854,1692.9426090377433,31.73321957524198
2020-12-24,1024.8008381515178,106.53614612378534,1685.610160825616,31.863390043199495
2020-12-25,1026.4013285480692,106.4821301363824,1689.6145842609744,32.16836178479677
2020-12-28,1027.0063587198476,105.8115061293441,1679.8370313472449,33.15832400254193
2020-12-29,1062.3133717846742,105.35822201565372,1688.3371710083145,33.05664931372191
2020-12-30,1062.5085020155727,105.72186131871695,1703.9516371254047,32.05036630246573
2020-12-31,1060.8602412404914,105.51383632542655,1684.8455672134758,31.51679580382735
2021-01-01,1059.6685848149916,105.21731365405441,1672.2000431911188,31.889329158035693
2021-01-04,1052.9467831723293,105.00001791261906,1646.3704942771199,31.824742512227296
2021-01-05,1065.1045037271963,104.9929921780429,1650.2592985651913,32.01607589546318
2021-01-06,1061.1093287104932,104.62254114261198,1624.744828986838,31.762608752966802
2021-01-07,1069.0591734111063,104.6761819804045,1619.383300565775,33.0939833400141
2021-01-08,1072.7862694711307,104.24063969077761,1627.6040602644805,34.37351509207252
2021-01-11,1087.9926894964512,104.50699716374847,1659.8213098453957,33.66918119554928
2021-01-12,1093.4654803520596,104.17151279113317,1665.865732665126,34.34517260926526
2021-01-13,1078.797157086301,104.6175420770202,1685.9637617609856,34.57053495913181
2021-01-14,1062.9615143233718,104.62617206362567,1690.3573502866077,34.57521159558434
2021-01-15,1080.3461225068506,104.35977340444676,1695.564632455079,33.92048022554377
2021-01-18,1073.1867749193202,104.67174418185334,1692.4489073163609,35.14936905184801
2021-01-19,1057.5040538071053,104.2314634690405,1686.590010273502,36.058207545786885
2021-01-20,1049.7708252549623,104.0638891111732,1705.6723027264914,34.912494790656886
2021-01-21,1065.202110413371,104.07573739853153,1711.9848958506195,35.9879517119733
2021-01-22,1048.4512015387704,104.04789542491804,1717.6978358936828,35.95162755817849
2021-01-25,1038.4633491174295,103.403515837696,1708.1176599804064,35.47508511017917
2021-01-26,1030.902219116734,103.11586790161529,1702.819510002127,34.71373451133435
2021-01-27,1016.6372577073162,103.18229339795614,1736.6798029013826,35.43865080699703
2021-01-28,1003.3300719503861,102.76595101811185,1735.8393447628794,35.74663833949756
2021-01-29,986.4565369877671,103.18846226456301,1757.9985048019862,35.05854670594597
2021-02-01,981.5599261923294,103.36131965722413,1749.646560301112,34.43152989222562
2021-02-02,977.8653232777059,103.20581412182071,1763.2195934397328,34.13300959661474
2021-02-03,970.572276868232,103.14599595854736,1768.3263480942867,33.7439638608934
2021-02-04,952.7836684602012,103.76439373319117,1761.8644109605593,34.13332993537893
2021-02-05,966.6655244884993,104.08262533415194,1772.9674814827747,34.41391538917915
2021-02-08,952.4478767845686,104.21923644959364,1747.566557585165,33.92942208904353
2021-02-09,955.6972354142765,103.76745079206493,1757.3512673014843,32.70651220077116
2021-02-10,944.3601710122763,104.31333705333313,1770.7390823439518,31.753361642135772
2021-02-11,951.7846545896303,104.67162460586314,1775.5870293467767,32.36306581576611
2021-02-12,962.3999385568266,104.63464586751027,1797.9945833614902,31.655776027065304
2021-02-15,953.1116686584711,104.46555714294999,1797.1142868717382,31.728243272496837
2021-02-16,932.7827859540226,104.41566017573543,1794.8594920939993,30.513511303305506
2021-02-17,940.4091273968894,104.03298460109822,1801.1679571177863,30.77677155328051
2021-02-18,960.8687047255457,103.89068708659491,1816.2758034617075,32.101993269370524
2021-02-19,965.6529297454632,104.15259440171181,1826.3627110490047,31.17053642239257
2021-02-22,967.6573631310218,103.57310512459969,1822.7363790748902,31.54544795771156
2021-02-23,976.941181557464,103.48250235955467,1805.9533562975635,31.730324384326043
2021-02-24,985.7024441436016,103.53139748274207,1817.5904350201129,32.373706874400376
2021-02-25,976.727651344157,103.57699197527333,1804.3577470990085,32.27488293400236
2021-02-26,969.7002026694179,103.20486618698521,1790.735633869196,32.46429414441733
2021-03-01,976.6903074517502,102.83303572516695,1779.9663815133943,32.58947246184748
2021-03-02,975.343615794008,103.19818816889779,1781.2111319641158,32.998285716073305
2021-03-03,990.2643366192896,102.81265818968475,1768.1309348549878,32.38810499096482
2021-03-04,982.6358456952171,103.15157606758942,1749.5271409155173,32.520499077912646
2021-03-05,991.2858022456406,103.0067271407822,1738.9367180599033,33.10131272573569
2021-03-08,995.3965641618112,103.36944590575898,1736.1938798237647,33.95924137783872
2021-03-09,994.2221991738697,103.2442188947126,1743.930801236603,34.32682530103149
2021-03-10,1007.8226307091103,102.87732787432171,1745.307973009592,33.475242677999766
2021-03-11,1015.8814441583035,103.16702413738486,1727.8457331395336,32.34273017177168
2021-03-12,1004.6252352469278,103.17314316540033,1731.8493318122646,32.630091924643786
2021-03-15,1012.2009757659654,103.65678041750115,1737.4062468281859,31.905122890880303
2021-03-16,1028.366115064987,103.96034274308967,1730.219207671892,32.49930572728861
2021-03-17,1027.1061835284165,103.89709810120236,1717.5142841569916,32.28846312343674
2021-03-18,1024.4736820912733,103.7618879783698,1704.8964646442114,33.01131337234695
2021-03-19,1016.9816661227721,103.78136625136698,1696.6114550419156,34.58971877639612
2021-03-22,1017.0822719815309,103.85540874818551,1732.7493914026916,34.536568403590785
2021-03-23,1025.286380888244,103.57919319514053,1718.5178699254534,34.44271322990412
2021-03-24,1016.0815961673817,103.86608440578522,1723.107663270269,35.215248558848735
2021-03-25,1000.9410144217887,103.7480049375772,1711.7831005419398,36.04515280158656
2021-03-26,996.937841037721,103.62168313065064,1703.8804285104766,37.417018470577645
2021-03-29,981.7110178664416,103.45716721009678,1692.8096487552339,37.57338306455679
2021-03-30,987.8026195077595,103.54428617809049,1705.9362552308107,37.04668252139055
2021-03-31,983.2838794782155,103.33061824950667,1712.321556998167,37.046918868139606
2021-04-01,964.1497799710877,103.38634947226866,1710.4930652995556,36.53503872042026
2021-04-02,960.5893409148703,104.30309176309038,1718.9054631427773,36.72271061652685
2021-04-05,958.7363534072264,104.29737959108087,1731.2896443579887,36.020521053453535
2021-04-06,963.8753802085656,104.1667873211328,1717.6925650118508,36.738031085882355
2021-04-07,962.531621919988,103.63288463928335,1726.8633619212897,37.301256403506216
2021-04-08,983.3936133335461,103.66110476140977,1715.4569102269265,37.409650861732175
2021-04-09,977.874253141508,103.31135663642412,1729.3592749304535,37.424625925264806
2021-04-12,977.4300486500756,103.20099545614869,1741.7649995189945,37.25678534786204
2021-04-13,976.5373571316084,103.26206788267052,1748.6907616720214,38.34418560852307
2021-04-14,973.6593271644173,102.71232179209879,1745.4938498454424,39.354853405636625
2021-04-15,975.4799483779824,102.77500039143597,1737.1051636737209,39.47503200258491
2021-04-16,981.733380912293,102.88535978156881,1733.0497911187076,38.73010969828501
2021-04-19,997.0174087090679,102.47757178677985,1745.959638693786,37.73192559693541
2021-04-20,979.6816907518718,102.36270039483408,1735.0056817859115,37.965745503891114
2021-04-21,974.275525365302,101.7857814082492,1736.0871335927,37.42925751946522
2021-04-22,969.586864389423,102.303805465931,1707.9162044417656,37.81789299533516
2021-04-23,980.2008162128534,102.42206163994476,1712.3866730403718,37.49069709025399
2021-04-26,976.4919053214185,102.37582203583501,1695.9737483192325,38.129521103468434
2021-04-27,955.9736635415347,102.3348095736943,1675.2386070900623,38.298020088488954
2021-04-28,957.1674103839331,102.71186945534949,1683.728655488222,39.143700831886335
