date,close_price
2020-10-09,1417.7686296054544
2020-10-12,1448.3584637440358
2020-10-13,1409.175461189477
2020-10-14,1383.4488482573229
2020-10-15,1398.3910716260862
2020-10-16,1413.4597408915504
2020-10-19,1428.726454146655
2020-10-20,1539.5308054021739
2020-10-21,1557.8786413593527
2020-10-22,1594.0390498140107
2020-10-23,1625.2503906309096
2020-10-26,1647.2364935389912
2020-10-27,1637.6736516845197
2020-10-28,1663.351366407189
2020-10-29,1638.4734445584927
2020-10-30,1631.5322613143549
2020-11-02,1616.5103017100284
2020-11-03,1619.9655646561164
2020-11-04,1695.7688908773919
2020-11-05,1633.2877708305252
2020-11-06,1656.521622246871
2020-11-09,1603.9199088346675
2020-11-10,1589.5830504860214
2020-11-11,1624.9973902463832
2020-11-12,1627.8989862070086
2020-11-13,1593.623743072492
2020-11-16,1571.6220554523381
2020-11-17,1593.7692827012943
2020-11-18,1571.2854492878294
2020-11-19,1578.8734566561438
2020-11-20,1581.1019367523738
2020-11-23,1561.2875562889885
2020-11-24,1629.0144646279925
2020-11-25,1650.482236995484
2020-11-26,1584.4582407807525
2020-11-27,1591.159051412454
2020-11-30,1570.8944804677906
2020-12-01,1598.4615841199875
2020-12-02,1573.9245358119856
2020-12-03,1571.0997680723615
2020-12-04,1587.7530258941113
2020-12-07,1616.0390109916013
2020-12-08,1578.0525141259934
2020-12-09,1568.2843300591153
2020-12-10,1554.1714864415694
2020-12-11,1534.6408588942938
2020-12-14,1589.5949435566117
2020-12-15,1603.264878627919
2020-12-16,1563.6358918670157
2020-12-17,1593.121747496825
2020-12-18,1661.535372151493
2020-12-21,1696.6756908560355
2020-12-22,1645.9664669684448
2020-12-23,1630.848789279901
2020-12-24,1672.9870239500651
2020-12-25,1650.145080797522
2020-12-28,1665.6174822602782
2020-12-29,1692.255171436329
2020-12-30,1661.7292413402488
2020-12-31,1660.5818054655372
2021-01-01,1553.7643049369024
2021-01-04,1522.7080480588966
2021-01-05,1515.7776509467315
2021-01-06,1478.7083025632146
2021-01-07,1527.724859680931
2021-01-08,1484.7914713913956
2021-01-11,1472.4663811094815
2021-01-12,1477.0528363940484
2021-01-13,1520.3680988049273
2021-01-14,1477.467502675637
2021-01-15,1512.576969308959
2021-01-18,1513.6428236420888
2021-01-19,1484.6865745338828
2021-01-20,1499.1504943068328
2021-01-21,1505.868478374297
2021-01-22,1488.5444591034504
2021-01-25,1491.3668014699174
2021-01-26,1480.6196067403605
2021-01-27,1484.7214366854128
2021-01-28,1505.1253895307227
2021-01-29,1553.621035789549
2021-02-01,1515.9359223593694
2021-02-02,1581.3647286452062
2021-02-03,1520.4161551418583
2021-02-04,1516.5608330073926
2021-02-05,1535.163490078673
2021-02-08,1544.558440950829
2021-02-09,1526.094804181006
2021-02-10,1520.5055658850026
2021-02-11,1506.2736053652397
2021-02-12,1489.271850621571
2021-02-15,1515.3222562933313
2021-02-16,1526.8997876559624
2021-02-17,1506.503167272425
2021-02-18,1534.3614200884224
2021-02-19,1544.5587713833613
2021-02-22,1570.4413170806126
2021-02-23,1591.0024406948023
2021-02-24,1565.419280201133
2021-02-25,1548.6636258266842
2021-02-26,1572.5840861209435
2021-03-01,1592.5675494852455
2021-03-02,1592.698089254392
2021-03-03,1597.2317802832815
2021-03-04,1638.8449356955352
2021-03-05,1620.2744826694634
2021-03-08,1638.8135784357003
2021-03-09,1633.0058639395463
2021-03-10,1626.712873244727
2021-03-11,1663.2741186803669
2021-03-12,1691.5636287478555
2021-03-15,1719.9314768001211
2021-03-16,1765.6981243929254
2021-03-17,1767.322702330642
2021-03-18,1792.3109830436356
2021-03-19,1782.0852482248417
2021-03-22,1794.5301323437643
2021-03-23,1790.7564847583749
2021-03-24,1795.1257860668761
2021-03-25,1817.3909834223232
2021-03-26,1788.5591410708712
2021-03-29,1864.3005884131583
2021-03-30,1827.7223627816898
2021-03-31,1784.2522303585401
2021-04-01,1826.4715946546191
2021-04-02,1856.3038189133676
2021-04-05,1880.4030908198927
2021-04-06,1904.97414911977
2021-04-07,1905.4600404806595
2021-04-08,1872.219123480643
2021-04-09,1875.993687912329
2021-04-12,1851.5246628264326
2021-04-13,1888.5595898704798
2021-04-14,1883.949337103473
2021-04-15,1853.7874138384643
2021-04-16,1842.7986869805397
2021-04-19,1858.9390771590713
2021-04-20,1838.9099546984241
2021-04-21,1809.5896242685096
2021-04-22,1819.3138960702977
2021-04-23,1829.1369747561484
2021-04-26,1811.506173120094
2021-04-27,1795.3461502385817
2021-04-28,1804.5760225476638
2021-04-29,1753.2147449330819
2021-04-30,1704.7396274616256
2021-05-03,1681.0967905935597
2021-05-04,1674.7608325547742
2021-05-05,1686.0121292392214
2021-05-06,1736.6045048383498
2021-05-07,1767.261118396181
2021-05-10,1762.4916860486228
2021-05-11,1762.7026137250737
2021-05-12,1728.2407424042722
2021-05-13,1728.46495965764
2021-05-14,1719.3504652839506
2021-05-17,1731.3074666540535
2021-05-18,1703.5292982029923
2021-05-19,1722.0755029106822
2021-05-20,1775.7263833509312
2021-05-21,1772.7516812411666
2021-05-24,1787.8807596962906
2021-05-25,1813.4526033601446
2021-05-26,1799.8074434765697
2021-05-27,1808.7738135340985
2021-05-28,1810.1337365365384
2021-05-31,1814.5749394295372
2021-06-01,1787.4285432648924
2021-06-02,1789.1984612379413
2021-06-03,1807.91341599647
2021-06-04,1861.2882126458717
2021-06-07,1897.928446378744
2021-06-08,1980.609135329031
2021-06-09,1951.2031280361248
2021-06-10,1986.2202247005398
2021-06-11,1994.4964868095833
2021-06-14,2082.8448201951473
2021-06-15,2050.2150446687533
2021-06-16,2016.807945107568
2021-06-17,1993.6391520887107
2021-06-18,1909.950338245998
2021-06-21,1890.821993785247
2021-06-22,1863.0597101288104
2021-06-23,1869.5950920686257
2021-06-24,1883.3087955146218
2021-06-25,1954.9186307800455
2021-06-28,1993.0561154635834
2021-06-29,1971.0566163422902
2021-06-30,1936.625621006858
2021-07-01,1956.6471992374404
2021-07-02,1905.960910699915
2021-07-05,1976.7276675008072
2021-07-06,2024.3446697103625
2021-07-07,2006.3613774352968
2021-07-08,1938.6212190536394
2021-07-09,1992.0834439121181
2021-07-12,1988.5160270461545
2021-07-13,2038.7386365576451
2021-07-14,1974.7455804523195
2021-07-15,1952.0606896903164
2021-07-16,1953.2414404369297
2021-07-19,1956.053350009901
2021-07-20,1939.4243352206909
2021-07-21,1964.553453708007
2021-07-22,1923.5877823990052
2021-07-23,1919.07198753318
2021-07-26,1924.6486430677646
2021-07-27,1945.4132474675491
2021-07-28,1974.0736543098656
2021-07-29,1930.6581646565191
2021-07-30,1872.3864927539278
2021-08-02,1921.1687824688552
2021-08-03,1934.8979929759332
2021-08-04,1906.9005400253652
2021-08-05,1967.011841091084
2021-08-06,1972.5460145189884
2021-08-09,2020.0566467334193
2021-08-10,2023.7944981997828
2021-08-11,2108.2170016999385
2021-08-12,2183.2838983571296
2021-08-13,2173.5043519734572
2021-08-16,2216.8253779524493
2021-08-17,2246.547506308636
2021-08-18,2309.164696314382
2021-08-19,2265.7559348661975
2021-08-20,2297.977316175932
2021-08-23,2347.7710140673303
2021-08-24,2266.362547823967
2021-08-25,2213.8618735478867
2021-08-26,2124.6772370915583
2021-08-27,2114.291524336879
2021-08-30,2145.690540294707
2021-08-31,2211.2352518614034
2021-09-01,2215.617689296197
2021-09-02,2288.8932863774558
2021-09-03,2226.8596337760882
2021-09-06,2152.109191691316
2021-09-07,2150.7943520197073
2021-09-08,2168.3906651634084
2021-09-09,2168.056960764648
2021-09-10,2079.4943445256436
2021-09-13,2076.8275993348916
2021-09-14,2023.6828479117776
2021-09-15,2051.7987863514277
2021-09-16,2067.868402473005
2021-09-17,2030.0313824288532
2021-09-20,2010.1830787483582
2021-09-21,1968.60390831808
2021-09-22,1967.1204039550025
2021-09-23,2005.6815631037582
2021-09-24,1967.143352737183
2021-09-27,1987.9575594629769
2021-09-28,1967.8689454245819
2021-09-29,1937.647483411696
2021-09-30,1934.46856500111
2021-10-01,1895.38292468603
2021-10-04,1875.3430673559865
2021-10-05,1831.3520988615546
2021-10-06,1904.229844828035
2021-10-07,1906.5249579124334
2021-10-08,1880.7973374978733
2021-10-11,1889.7867930943617
2021-10-12,1886.4861651949132
2021-10-13,1879.092286428549
2021-10-14,1903.1133507444208
2021-10-15,1932.8973681454504
2021-10-18,1913.3557313892327
2021-10-19,1892.2775066354081
2021-10-20,1882.8141625950868
2021-10-21,1797.0737742735537
2021-10-22,1743.5141087428765
2021-10-25,1792.0491572005901
2021-10-26,1851.9024418712338
2021-10-27,1843.6045840968013
2021-10-28,1865.7852475905006
2021-10-29,1878.3326591474477
2021-11-01,1994.9350729998969
2021-11-02,2040.6021256898289
2021-11-03,2036.4018485708982
2021-11-04,1998.5027631027247
2021-11-05,1935.292266288057
2021-11-08,1944.1351444404947
2021-11-09,1915.6982507040957
2021-11-10,1862.163920958774
2021-11-11,1839.01450897312
2021-11-12,1800.1543668116508
2021-11-15,1861.7967516311692
2021-11-16,1895.5563307189323
2021-11-17,1896.2018570698865
2021-11-18,1953.2754144888809
2021-11-19,1957.2744844598992
2021-11-22,1924.5377298795645
2021-11-23,1984.126193824373
2021-11-24,2006.5035675970805
2021-11-25,1965.8820571982312
2021-11-26,1959.3813303861225
2021-11-29,1926.0476198867675
2021-11-30,1873.7438810846324
2021-12-01,1909.3891432748826
2021-12-02,1983.260225912561
2021-12-03,1928.7773871773866
2021-12-06,1951.458622539081
2021-12-07,1927.0403108162752
2021-12-08,1909.229625952955
2021-12-09,1887.563920158104
2021-12-10,1855.8909460342384
2021-12-13,1858.6199085070484
2021-12-14,1828.660809874546
2021-12-15,1839.4666162408166
2021-12-16,1838.538123045042
2021-12-17,1830.6710902347438
2021-12-20,1798.3574146069186
2021-12-21,1778.5117733370166
2021-12-22,1806.2704729958168
2021-12-23,1825.2694467407553
2021-12-24,1790.496047047486
2021-12-27,1794.948377075313
2021-12-28,1822.8198732168803
2021-12-29,1762.8707806958637
2021-12-30,1782.909692217009
2021-12-31,1760.1731806207613
